"year","age","gender","race","region","income","union","dem","educ"
"year2000",73,"male","white","NE","middle 1/3","no",1,"College"
"year2000",59,"male","white","NC","upper 1/3","no",0,"College"
"year2000",62,"female","white","W","lower 1/3","no",1,"College"
"year2000",56,"female","white","W","upper 1/3","no",1,"College"
"year2000",41,"female","other","W","middle 1/3","no",1,"College"
"year2000",68,"female","white","W","lower 1/3","no",0,"College"
"year2000",22,"female","other","W","lower 1/3","no",0,"College"
"year2000",23,"male","white","W","lower 1/3","no",0,"HS or less"
"year2000",61,"female","black","S","lower 1/3","no",1,"College"
"year2000",34,"male","white","NC","middle 1/3","no",0,"College"
"year2000",34,"male","white","NC","middle 1/3","no",0,"College"
"year2000",40,"female","white","NE","middle 1/3","yes",0,"College"
"year2000",30,"female","white","NE","upper 1/3","no",1,"College"
"year2000",68,"female","white","NE","upper 1/3","no",0,"College"
"year2000",32,"male","black","NE","lower 1/3","no",1,"HS or less"
"year2000",51,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",45,"male","white","NE","upper 1/3","yes",1,"College"
"year2000",64,"male","white","W","lower 1/3","no",1,"HS or less"
"year2000",75,"female","other","W","lower 1/3","no",1,"HS or less"
"year2000",76,"male","white","W","lower 1/3","no",1,"HS or less"
"year2000",39,"male","white","W","middle 1/3","yes",1,"HS or less"
"year2000",28,"female","white","W","lower 1/3","no",1,"HS or less"
"year2000",62,"female","white","NE","middle 1/3","no",1,"College"
"year2000",24,"male","white","NE","upper 1/3","yes",1,"College"
"year2000",63,"male","black","S","middle 1/3","no",1,"HS or less"
"year2000",40,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",45,"male","other","W","middle 1/3","no",0,"HS or less"
"year2000",59,"female","other","W","lower 1/3","no",0,"HS or less"
"year2000",40,"female","white","NC","upper 1/3","no",1,"College"
"year2000",52,"male","white","NC","upper 1/3","yes",0,"College"
"year2000",59,"female","white","NC","upper 1/3","no",1,"College"
"year2000",32,"female","white","W","upper 1/3","no",1,"College"
"year2000",68,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",65,"male","white","NE","upper 1/3","no",0,"HS or less"
"year2000",78,"female","white","NE","middle 1/3","no",0,"College"
"year2000",52,"male","black","S","middle 1/3","no",1,"HS or less"
"year2000",57,"female","other","S","upper 1/3","no",0,"HS or less"
"year2000",23,"male","white","W","lower 1/3","no",1,"College"
"year2000",34,"female","white","NC","lower 1/3","no",1,"College"
"year2000",42,"male","white","NC","upper 1/3","yes",0,"College"
"year2000",46,"female","white","NC","lower 1/3","no",1,"College"
"year2000",23,"male","other","W","lower 1/3","no",0,"HS or less"
"year2000",35,"male","white","W","upper 1/3","no",1,"College"
"year2000",77,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",51,"male","white","W","middle 1/3","yes",0,"HS or less"
"year2000",43,"female","white","W","upper 1/3","no",0,"College"
"year2000",21,"female","white","W","lower 1/3","no",0,"HS or less"
"year2000",43,"female","white","W","middle 1/3","no",1,"HS or less"
"year2000",26,"female","other","W","lower 1/3","no",1,"HS or less"
"year2000",42,"female","white","NE","lower 1/3","no",1,"College"
"year2000",26,"female","other","W","upper 1/3","yes",0,"College"
"year2000",41,"female","black","NC","middle 1/3","yes",1,"HS or less"
"year2000",36,"female","white","S","middle 1/3","no",0,"College"
"year2000",70,"female","white","W","upper 1/3","no",1,"College"
"year2000",31,"male","white","NE","upper 1/3","no",1,"College"
"year2000",40,"male","white","NC","upper 1/3","no",1,"College"
"year2000",50,"female","black","NC","lower 1/3","yes",1,"College"
"year2000",43,"male","black","NC","lower 1/3","no",1,"College"
"year2000",56,"female","white","NC","upper 1/3","yes",0,"College"
"year2000",41,"male","other","NE","upper 1/3","no",0,"College"
"year2000",25,"female","white","W","middle 1/3","no",0,"College"
"year2000",42,"female","black","S","middle 1/3","no",1,"College"
"year2000",27,"male","black","S","lower 1/3","no",1,"College"
"year2000",44,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",40,"male","white","NE","upper 1/3","yes",1,"College"
"year2000",39,"male","white","NC","middle 1/3","no",1,"College"
"year2000",67,"male","white","NC","lower 1/3","yes",1,"College"
"year2000",34,"female","white","W","upper 1/3","no",0,"College"
"year2000",85,"male","white","W","middle 1/3","no",1,"College"
"year2000",58,"female","white","S","middle 1/3","no",1,"HS or less"
"year2000",63,"male","white","NC","middle 1/3","no",0,"HS or less"
"year2000",56,"female","black","W","middle 1/3","yes",1,"College"
"year2000",32,"female","other","W","upper 1/3","no",1,"College"
"year2000",40,"male","white","NC","middle 1/3","yes",1,"College"
"year2000",40,"male","white","W","middle 1/3","no",0,"College"
"year2000",73,"male","white","W","middle 1/3","no",0,"College"
"year2000",73,"male","white","W","middle 1/3","no",0,"College"
"year2000",61,"female","white","W","middle 1/3","no",0,"College"
"year2000",50,"female","other","W","upper 1/3","no",1,"College"
"year2000",42,"female","white","W","middle 1/3","no",0,"College"
"year2000",43,"male","white","NE","lower 1/3","no",0,"College"
"year2000",55,"male","white","NE","upper 1/3","no",1,"College"
"year2000",36,"female","white","S","upper 1/3","yes",0,"College"
"year2000",30,"female","other","S","upper 1/3","no",0,"College"
"year2000",71,"male","other","S","lower 1/3","no",1,"HS or less"
"year2000",38,"female","white","S","upper 1/3","no",0,"College"
"year2000",54,"female","white","NC","middle 1/3","no",0,"College"
"year2000",89,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",24,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",49,"male","black","S","upper 1/3","no",1,"College"
"year2000",50,"female","white","NC","upper 1/3","no",1,"HS or less"
"year2000",29,"male","white","NC","lower 1/3","no",1,"HS or less"
"year2000",51,"female","white","NC","middle 1/3","yes",1,"College"
"year2000",37,"male","white","S","middle 1/3","no",1,"College"
"year2000",56,"male","white","S","upper 1/3","no",0,"College"
"year2000",50,"male","white","NE","upper 1/3","no",0,"College"
"year2000",41,"male","other","NE","lower 1/3","no",1,"HS or less"
"year2000",21,"female","white","NE","upper 1/3","yes",0,"HS or less"
"year2000",21,"female","other","NC","middle 1/3","no",1,"HS or less"
"year2000",36,"male","white","NC","lower 1/3","no",0,"HS or less"
"year2000",57,"female","white","NC","middle 1/3","no",0,"College"
"year2000",46,"female","white","NE","upper 1/3","yes",1,"College"
"year2000",28,"male","other","S","upper 1/3","no",0,"College"
"year2000",36,"male","white","S","middle 1/3","no",0,"HS or less"
"year2000",40,"female","white","S","middle 1/3","no",1,"HS or less"
"year2000",20,"female","black","S","lower 1/3","no",0,"HS or less"
"year2000",31,"female","white","S","middle 1/3","no",1,"HS or less"
"year2000",81,"male","white","S","middle 1/3","no",1,"College"
"year2000",30,"male","black","S","middle 1/3","no",1,"College"
"year2000",80,"female","white","S","middle 1/3","no",1,"College"
"year2000",52,"female","white","NE","upper 1/3","no",1,"College"
"year2000",49,"male","white","NE","upper 1/3","no",0,"College"
"year2000",49,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",21,"female","white","W","lower 1/3","no",0,"College"
"year2000",57,"female","other","S","lower 1/3","yes",1,"HS or less"
"year2000",39,"female","other","S","lower 1/3","no",1,"HS or less"
"year2000",44,"female","white","S","middle 1/3","no",1,"HS or less"
"year2000",26,"female","other","S","lower 1/3","no",0,"HS or less"
"year2000",22,"male","white","NC","upper 1/3","no",1,"College"
"year2000",82,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",33,"female","black","S","lower 1/3","no",0,"HS or less"
"year2000",60,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",52,"male","black","S","lower 1/3","no",1,"College"
"year2000",24,"male","black","S","middle 1/3","no",1,"College"
"year2000",76,"male","white","S","lower 1/3","no",1,"HS or less"
"year2000",65,"male","white","S","upper 1/3","no",0,"College"
"year2000",46,"male","white","S","middle 1/3","no",1,"College"
"year2000",40,"male","white","NC","middle 1/3","yes",1,"HS or less"
"year2000",43,"male","white","S","upper 1/3","no",1,"College"
"year2000",77,"male","white","S","lower 1/3","no",1,"HS or less"
"year2000",66,"male","white","S","upper 1/3","no",0,"College"
"year2000",51,"female","black","NE","lower 1/3","no",1,"HS or less"
"year2000",35,"female","other","S","upper 1/3","no",0,"College"
"year2000",70,"male","other","S","lower 1/3","no",1,"HS or less"
"year2000",28,"female","other","S","lower 1/3","no",1,"College"
"year2000",33,"female","other","S","lower 1/3","no",0,"HS or less"
"year2000",52,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",47,"male","white","S","middle 1/3","no",1,"College"
"year2000",67,"male","other","W","lower 1/3","no",1,"College"
"year2000",24,"female","other","W","middle 1/3","no",0,"HS or less"
"year2000",32,"female","white","NC","upper 1/3","no",0,"College"
"year2000",46,"female","white","NC","upper 1/3","no",0,"HS or less"
"year2000",53,"male","white","W","upper 1/3","no",1,"College"
"year2000",59,"female","white","S","upper 1/3","no",0,"College"
"year2000",48,"female","black","NC","middle 1/3","yes",1,"College"
"year2000",43,"female","black","NC","middle 1/3","no",0,"College"
"year2000",29,"female","white","NC","middle 1/3","no",1,"College"
"year2000",67,"male","white","W","middle 1/3","no",0,"College"
"year2000",46,"male","white","NC","lower 1/3","no",1,"College"
"year2000",65,"male","white","S","middle 1/3","no",0,"College"
"year2000",62,"female","white","W","lower 1/3","no",1,"HS or less"
"year2000",35,"female","white","W","lower 1/3","no",0,"College"
"year2000",56,"female","white","W","lower 1/3","yes",1,"College"
"year2000",45,"male","white","S","upper 1/3","no",0,"HS or less"
"year2000",50,"male","white","S","middle 1/3","no",0,"College"
"year2000",53,"female","white","NC","middle 1/3","yes",1,"HS or less"
"year2000",56,"female","white","S","middle 1/3","yes",1,"HS or less"
"year2000",26,"male","white","S","lower 1/3","yes",0,"HS or less"
"year2000",33,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",32,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",54,"male","black","W","middle 1/3","no",1,"College"
"year2000",55,"male","white","S","middle 1/3","no",0,"College"
"year2000",25,"male","white","S","upper 1/3","no",0,"College"
"year2000",42,"female","black","S","lower 1/3","no",0,"HS or less"
"year2000",23,"female","white","S","upper 1/3","no",0,"College"
"year2000",59,"female","white","W","upper 1/3","yes",1,"HS or less"
"year2000",75,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",79,"female","white","S","lower 1/3","no",0,"College"
"year2000",55,"female","white","S","middle 1/3","no",1,"HS or less"
"year2000",44,"female","other","S","upper 1/3","no",1,"College"
"year2000",84,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",38,"male","white","NE","upper 1/3","no",0,"College"
"year2000",82,"male","white","NE","lower 1/3","no",0,"HS or less"
"year2000",83,"male","white","NC","middle 1/3","no",0,"College"
"year2000",69,"male","white","NE","middle 1/3","no",1,"HS or less"
"year2000",56,"female","other","S","middle 1/3","no",0,"HS or less"
"year2000",30,"male","white","W","middle 1/3","no",0,"College"
"year2000",19,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",36,"male","white","S","upper 1/3","no",0,"College"
"year2000",34,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",56,"male","white","S","upper 1/3","no",0,"College"
"year2000",48,"female","white","S","middle 1/3","no",1,"College"
"year2000",35,"female","white","S","middle 1/3","no",0,"College"
"year2000",25,"male","white","S","middle 1/3","no",0,"College"
"year2000",62,"female","black","W","lower 1/3","no",1,"College"
"year2000",38,"male","white","S","middle 1/3","no",0,"College"
"year2000",27,"male","other","S","middle 1/3","no",1,"College"
"year2000",36,"female","other","W","upper 1/3","yes",1,"HS or less"
"year2000",64,"male","white","S","upper 1/3","no",0,"College"
"year2000",56,"female","other","S","middle 1/3","no",0,"College"
"year2000",35,"male","white","NC","upper 1/3","no",0,"College"
"year2000",44,"female","white","S","upper 1/3","yes",1,"HS or less"
"year2000",38,"male","other","W","upper 1/3","yes",0,"College"
"year2000",59,"female","white","W","upper 1/3","no",1,"College"
"year2000",50,"female","white","W","upper 1/3","no",1,"College"
"year2000",63,"male","white","W","middle 1/3","no",0,"College"
"year2000",47,"female","white","W","middle 1/3","yes",1,"HS or less"
"year2000",42,"male","other","W","upper 1/3","yes",0,"HS or less"
"year2000",63,"male","white","NE","middle 1/3","no",1,"College"
"year2000",47,"male","white","S","upper 1/3","no",0,"College"
"year2000",66,"female","white","NC","middle 1/3","no",0,"College"
"year2000",34,"female","other","NE","middle 1/3","yes",1,"HS or less"
"year2000",37,"male","white","NE","lower 1/3","no",1,"HS or less"
"year2000",43,"female","white","NE","lower 1/3","no",0,"College"
"year2000",76,"female","white","NE","middle 1/3","no",1,"College"
"year2000",60,"male","white","NE","upper 1/3","no",0,"College"
"year2000",46,"male","white","NC","upper 1/3","no",1,"College"
"year2000",27,"male","white","NC","middle 1/3","no",0,"College"
"year2000",58,"male","white","NE","upper 1/3","no",0,"College"
"year2000",49,"female","white","NE","upper 1/3","no",0,"College"
"year2000",71,"female","black","NE","lower 1/3","no",1,"College"
"year2000",65,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",48,"female","white","NE","lower 1/3","yes",0,"College"
"year2000",65,"female","white","NE","lower 1/3","no",0,"College"
"year2000",38,"male","white","NE","upper 1/3","yes",1,"College"
"year2000",72,"male","white","NE","upper 1/3","no",0,"College"
"year2000",31,"female","white","NE","upper 1/3","no",1,"HS or less"
"year2000",49,"male","white","S","middle 1/3","no",0,"College"
"year2000",83,"male","white","NE","middle 1/3","no",0,"College"
"year2000",55,"female","white","NC","upper 1/3","no",1,"College"
"year2000",23,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",20,"male","white","NE","lower 1/3","no",0,"College"
"year2000",79,"male","white","NE","lower 1/3","no",0,"HS or less"
"year2000",49,"male","white","W","upper 1/3","no",0,"College"
"year2000",45,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",42,"male","white","NC","upper 1/3","no",1,"College"
"year2000",53,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",61,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",28,"female","white","S","middle 1/3","no",0,"College"
"year2000",26,"male","white","W","upper 1/3","no",1,"College"
"year2000",77,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",63,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",81,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",47,"female","white","S","upper 1/3","no",1,"College"
"year2000",64,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",49,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",80,"female","white","NC","lower 1/3","no",0,"College"
"year2000",70,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",60,"female","other","NC","upper 1/3","no",0,"College"
"year2000",40,"male","white","NE","upper 1/3","yes",1,"HS or less"
"year2000",57,"male","black","NE","upper 1/3","no",1,"HS or less"
"year2000",75,"male","white","NC","lower 1/3","no",1,"HS or less"
"year2000",64,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",55,"male","white","S","upper 1/3","no",0,"College"
"year2000",55,"male","white","NE","middle 1/3","yes",0,"HS or less"
"year2000",20,"female","black","S","upper 1/3","no",0,"HS or less"
"year2000",54,"male","white","S","lower 1/3","no",0,"College"
"year2000",39,"male","white","S","lower 1/3","no",1,"College"
"year2000",63,"male","white","S","lower 1/3","no",0,"HS or less"
"year2000",54,"female","white","S","upper 1/3","no",1,"College"
"year2000",88,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",93,"male","white","S","lower 1/3","no",0,"HS or less"
"year2000",38,"female","black","S","middle 1/3","no",1,"HS or less"
"year2000",49,"male","white","S","upper 1/3","yes",1,"College"
"year2000",23,"female","black","S","upper 1/3","yes",1,"College"
"year2000",19,"female","other","W","lower 1/3","no",0,"HS or less"
"year2000",33,"female","other","W","lower 1/3","no",0,"HS or less"
"year2000",18,"male","other","W","lower 1/3","no",1,"College"
"year2000",64,"male","white","W","lower 1/3","no",1,"HS or less"
"year2000",39,"female","white","S","middle 1/3","no",0,"College"
"year2000",68,"female","white","NC","lower 1/3","no",0,"College"
"year2000",58,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",43,"female","white","W","upper 1/3","yes",1,"College"
"year2000",44,"male","other","W","upper 1/3","no",1,"College"
"year2000",40,"female","other","W","upper 1/3","no",1,"HS or less"
"year2000",52,"female","white","W","upper 1/3","no",0,"College"
"year2000",45,"female","black","S","middle 1/3","no",1,"College"
"year2000",26,"female","white","S","upper 1/3","no",1,"College"
"year2000",34,"female","white","S","lower 1/3","no",0,"College"
"year2000",44,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",75,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",39,"male","white","NE","upper 1/3","no",1,"College"
"year2000",40,"female","white","NE","upper 1/3","no",1,"College"
"year2000",52,"male","white","W","lower 1/3","no",1,"HS or less"
"year2000",76,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",76,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",66,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",35,"male","other","S","upper 1/3","no",1,"College"
"year2000",81,"female","black","S","middle 1/3","no",1,"College"
"year2000",24,"female","white","W","lower 1/3","no",1,"College"
"year2000",75,"female","white","NC","middle 1/3","no",1,"College"
"year2000",70,"female","white","NC","middle 1/3","no",1,"College"
"year2000",57,"female","white","NC","middle 1/3","yes",1,"HS or less"
"year2000",74,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",47,"female","black","S","middle 1/3","no",1,"College"
"year2000",61,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",47,"female","white","NC","middle 1/3","no",1,"HS or less"
"year2000",32,"male","other","NC","lower 1/3","no",0,"College"
"year2000",31,"female","black","S","lower 1/3","no",0,"HS or less"
"year2000",62,"male","white","S","lower 1/3","no",0,"HS or less"
"year2000",34,"female","white","S","lower 1/3","no",0,"College"
"year2000",83,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",28,"male","other","W","upper 1/3","no",1,"College"
"year2000",45,"male","white","S","upper 1/3","no",0,"College"
"year2000",40,"male","other","S","upper 1/3","no",1,"College"
"year2000",29,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",58,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",37,"female","white","NC","upper 1/3","no",0,"College"
"year2000",33,"male","white","NC","upper 1/3","yes",0,"College"
"year2000",40,"female","white","NC","upper 1/3","no",0,"College"
"year2000",38,"male","white","W","upper 1/3","no",0,"College"
"year2000",50,"male","other","W","upper 1/3","no",1,"HS or less"
"year2000",37,"female","white","S","lower 1/3","no",1,"College"
"year2000",55,"female","white","S","lower 1/3","no",0,"HS or less"
"year2000",58,"male","white","S","middle 1/3","no",0,"HS or less"
"year2000",76,"female","white","NC","middle 1/3","yes",1,"HS or less"
"year2000",36,"female","white","NC","upper 1/3","no",1,"College"
"year2000",69,"female","white","NC","lower 1/3","no",1,"College"
"year2000",48,"male","white","NC","upper 1/3","no",1,"College"
"year2000",20,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",39,"male","white","NC","upper 1/3","no",0,"College"
"year2000",79,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",21,"male","black","S","lower 1/3","no",0,"HS or less"
"year2000",63,"female","other","S","lower 1/3","no",0,"HS or less"
"year2000",59,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",33,"male","white","NC","upper 1/3","no",0,"College"
"year2000",48,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",40,"female","white","NC","upper 1/3","no",0,"College"
"year2000",57,"female","other","W","lower 1/3","no",1,"College"
"year2000",29,"female","black","S","middle 1/3","no",1,"College"
"year2000",52,"female","white","S","middle 1/3","no",0,"College"
"year2000",36,"female","other","S","lower 1/3","no",0,"College"
"year2000",80,"female","white","NE","upper 1/3","no",0,"College"
"year2000",36,"female","white","NE","middle 1/3","no",1,"HS or less"
"year2000",81,"male","white","NE","lower 1/3","no",0,"College"
"year2000",74,"male","white","NE","lower 1/3","no",1,"HS or less"
"year2000",57,"male","white","NE","lower 1/3","no",1,"College"
"year2000",20,"female","other","S","lower 1/3","no",0,"HS or less"
"year2000",44,"female","white","NE","lower 1/3","no",1,"College"
"year2000",72,"female","white","NE","upper 1/3","no",0,"HS or less"
"year2000",48,"male","white","W","upper 1/3","no",1,"College"
"year2000",41,"male","black","W","lower 1/3","no",1,"College"
"year2000",31,"female","white","W","middle 1/3","no",0,"College"
"year2000",29,"male","other","W","lower 1/3","no",0,"College"
"year2000",35,"male","white","S","middle 1/3","no",0,"HS or less"
"year2000",74,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",44,"female","white","W","middle 1/3","no",0,"College"
"year2000",50,"male","white","W","middle 1/3","yes",1,"College"
"year2000",89,"male","white","NC","middle 1/3","no",1,"HS or less"
"year2000",46,"male","white","NC","upper 1/3","no",0,"HS or less"
"year2000",24,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",25,"female","white","S","lower 1/3","no",1,"HS or less"
"year2000",71,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",29,"female","white","NC","middle 1/3","no",0,"HS or less"
"year2000",54,"male","white","NC","upper 1/3","no",0,"College"
"year2000",39,"female","other","S","upper 1/3","no",1,"College"
"year2000",33,"female","black","NE","upper 1/3","no",1,"College"
"year2000",34,"female","white","W","upper 1/3","no",1,"College"
"year2000",49,"female","black","S","lower 1/3","no",1,"HS or less"
"year2000",39,"female","white","NC","middle 1/3","no",1,"College"
"year2000",40,"female","white","NC","middle 1/3","no",0,"College"
"year2000",28,"male","white","NE","middle 1/3","no",1,"HS or less"
"year2000",76,"male","white","NE","middle 1/3","no",0,"College"
"year2000",65,"female","white","NE","upper 1/3","no",0,"College"
"year2000",42,"female","white","S","upper 1/3","no",0,"HS or less"
"year2000",30,"male","white","NE","middle 1/3","no",1,"College"
"year2000",48,"female","white","NC","lower 1/3","yes",1,"HS or less"
"year2000",47,"female","white","NC","upper 1/3","yes",0,"College"
"year2000",43,"male","other","NC","middle 1/3","no",0,"College"
"year2000",38,"male","white","W","middle 1/3","yes",0,"College"
"year2000",65,"male","other","W","middle 1/3","yes",0,"HS or less"
"year2000",68,"female","white","W","upper 1/3","no",0,"College"
"year2000",21,"male","white","NC","lower 1/3","no",1,"HS or less"
"year2000",37,"female","white","S","middle 1/3","no",1,"College"
"year2000",38,"male","black","NE","middle 1/3","no",1,"HS or less"
"year2000",66,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",30,"female","white","S","lower 1/3","no",0,"College"
"year2000",62,"female","white","NC","middle 1/3","no",0,"College"
"year2000",44,"female","white","W","middle 1/3","no",0,"College"
"year2000",46,"male","white","S","upper 1/3","no",1,"College"
"year2000",60,"female","white","S","upper 1/3","no",0,"College"
"year2000",54,"female","other","S","lower 1/3","no",0,"HS or less"
"year2000",42,"female","other","W","upper 1/3","yes",0,"College"
"year2000",66,"male","white","W","middle 1/3","no",1,"College"
"year2000",49,"male","white","S","upper 1/3","no",1,"College"
"year2000",37,"male","white","NC","upper 1/3","no",0,"College"
"year2000",42,"male","white","NC","middle 1/3","no",0,"College"
"year2000",38,"female","white","NE","middle 1/3","no",0,"HS or less"
"year2000",38,"female","white","NE","middle 1/3","no",1,"HS or less"
"year2000",36,"male","white","W","middle 1/3","no",1,"HS or less"
"year2000",56,"female","white","S","upper 1/3","no",0,"College"
"year2000",44,"female","white","W","upper 1/3","yes",0,"College"
"year2000",19,"female","white","W","lower 1/3","no",0,"HS or less"
"year2000",54,"female","white","W","lower 1/3","no",1,"College"
"year2000",19,"female","white","W","upper 1/3","no",1,"College"
"year2000",60,"male","white","W","middle 1/3","no",1,"College"
"year2000",38,"female","white","W","upper 1/3","no",0,"College"
"year2000",63,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",35,"female","black","S","middle 1/3","yes",1,"College"
"year2000",50,"male","white","NE","lower 1/3","no",1,"HS or less"
"year2000",30,"female","white","NE","lower 1/3","yes",1,"College"
"year2000",87,"female","white","NE","lower 1/3","no",0,"HS or less"
"year2000",62,"male","white","NE","middle 1/3","no",1,"HS or less"
"year2000",57,"male","black","NE","lower 1/3","yes",1,"College"
"year2000",42,"male","white","W","upper 1/3","no",0,"College"
"year2000",41,"male","white","W","upper 1/3","yes",0,"College"
"year2000",30,"female","white","S","middle 1/3","no",0,"College"
"year2000",54,"female","white","S","upper 1/3","yes",0,"College"
"year2000",39,"male","white","NC","upper 1/3","yes",0,"HS or less"
"year2000",57,"female","white","NC","lower 1/3","no",0,"HS or less"
"year2000",26,"male","white","NC","upper 1/3","no",0,"College"
"year2000",74,"male","white","W","upper 1/3","no",0,"College"
"year2000",69,"male","white","W","upper 1/3","no",0,"HS or less"
"year2000",48,"male","white","W","lower 1/3","no",1,"College"
"year2000",41,"male","white","W","middle 1/3","no",0,"College"
"year2000",42,"male","other","W","lower 1/3","no",1,"College"
"year2000",60,"female","other","W","lower 1/3","no",1,"HS or less"
"year2000",32,"male","white","W","middle 1/3","no",1,"College"
"year2000",33,"male","other","W","upper 1/3","no",0,"College"
"year2000",36,"male","white","W","upper 1/3","no",1,"College"
"year2000",42,"male","white","W","upper 1/3","no",0,"College"
"year2000",75,"male","other","W","upper 1/3","no",0,"College"
"year2000",50,"male","black","S","middle 1/3","no",0,"College"
"year2000",40,"male","black","S","upper 1/3","no",1,"College"
"year2000",26,"male","white","NE","lower 1/3","no",1,"College"
"year2000",62,"male","white","W","lower 1/3","no",1,"College"
"year2000",47,"male","white","W","upper 1/3","no",1,"College"
"year2000",59,"male","black","S","lower 1/3","no",1,"College"
"year2000",37,"male","white","W","middle 1/3","no",0,"College"
"year2000",68,"male","black","NC","lower 1/3","no",1,"College"
"year2000",32,"female","black","NC","lower 1/3","no",1,"College"
"year2000",44,"male","black","NC","upper 1/3","no",1,"College"
"year2000",19,"female","black","NC","lower 1/3","no",1,"HS or less"
"year2000",72,"male","white","NC","lower 1/3","yes",1,"College"
"year2000",47,"male","other","NC","upper 1/3","no",0,"College"
"year2000",67,"female","white","NC","middle 1/3","no",0,"College"
"year2000",61,"female","white","NC","upper 1/3","no",0,"College"
"year2000",61,"female","white","NC","upper 1/3","no",1,"College"
"year2000",48,"female","white","NC","lower 1/3","no",0,"College"
"year2000",78,"female","white","NC","lower 1/3","no",1,"HS or less"
"year2000",29,"female","white","NC","lower 1/3","yes",0,"HS or less"
"year2000",79,"male","white","NC","lower 1/3","no",1,"College"
"year2000",44,"male","white","NC","lower 1/3","yes",0,"HS or less"
"year2000",37,"female","white","NC","lower 1/3","no",1,"College"
"year2000",51,"male","white","NC","upper 1/3","yes",1,"College"
"year2000",64,"female","white","NC","middle 1/3","no",1,"HS or less"
"year2000",28,"female","black","NE","lower 1/3","no",1,"College"
"year2000",59,"male","white","W","upper 1/3","no",0,"College"
"year2000",46,"male","black","S","lower 1/3","no",1,"HS or less"
"year2000",37,"male","white","NC","upper 1/3","yes",1,"College"
"year2000",24,"female","white","NC","lower 1/3","no",1,"College"
"year2000",57,"male","white","NC","upper 1/3","yes",0,"College"
"year2000",82,"male","white","NC","lower 1/3","no",1,"HS or less"
"year2000",58,"female","white","NC","upper 1/3","no",0,"HS or less"
"year2000",54,"female","white","NC","upper 1/3","yes",1,"College"
"year2000",57,"male","white","NC","lower 1/3","no",1,"College"
"year2000",51,"female","white","W","upper 1/3","no",0,"College"
"year2000",45,"female","other","NE","middle 1/3","no",1,"College"
"year2000",30,"male","white","NE","middle 1/3","yes",1,"College"
"year2000",51,"male","white","NC","lower 1/3","no",0,"College"
"year2000",77,"female","white","NE","lower 1/3","no",1,"HS or less"
"year2000",26,"female","other","S","lower 1/3","no",0,"HS or less"
"year2000",43,"male","other","NC","lower 1/3","no",0,"College"
"year2000",63,"male","black","S","middle 1/3","no",1,"College"
"year2000",46,"female","white","W","lower 1/3","no",0,"HS or less"
